Row,Column,WELL LABEL,Z,T,Cells Count wv1,Cells Area wv1,Cells Intensity wv1,Cells Max Intensity wv1,Cells Intensity wv2,Cells Max Intensity wv2,Granules Cells with Org wv2,Granules Org per Cell wv2,Granules Area wv2,Granules Total Area wv2,Granules Intensity wv2,All Targets.0 Gran (%),All Targets.0 Gran Count,All Targets.1 Gran (%),All Targets.1 Gran Count,All Targets.>1 Gran (%),All Targets.>1 Gran Count,Plate ID
A,7,A - 7,1,25,454,11.24818772,6245.894203,20175,418.4387493,1356,40,0.099118943,0.21294,0.021208756,688.5705905,91.18942731,414,7.709251101,35,1.101321586,5,20240512
A,7,A - 7,1,26,452,10.92553219,6278.147134,18774,417.5991912,1376,38,0.092920354,0.213584868,0.019900498,740.8979841,91.59292035,414,7.743362832,35,0.663716814,3,20240512
A,7,A - 7,1,27,470,10.75280479,6263.724533,17362,419.995178,1416,38,0.091489362,0.208766886,0.018661915,715.1288816,91.91489362,432,7.234042553,34,0.85106383,4,20240512
A,7,A - 7,1,28,464,10.64174607,6264.437837,18403,420.8179195,1407,39,0.088362069,0.179941667,0.015871067,700.8759784,91.59482759,425,7.974137931,37,0.431034483,2,20240512
A,7,A - 7,1,29,470,11.15418878,6232.540066,17512,417.4639576,1381,33,0.078723404,0.218099621,0.017313511,729.0503357,92.9787234,437,6.170212766,29,0.85106383,4,20240512
A,7,A - 7,1,30,446,10.83547668,6249.681415,21157,424.1589604,1422,33,0.082959641,0.213298485,0.017780998,788.6509228,92.60089686,413,6.502242152,29,0.896860987,4,20240512
A,7,A - 7,1,31,448,10.88273237,6292.181594,17511,423.1459019,1472,33,0.082589286,0.211954167,0.01724894,731.5582178,92.63392857,415,6.696428571,30,0.669642857,3,20240512
A,7,A - 7,1,32,457,10.63978884,6262.661457,15989,423.8365135,1351,32,0.094091904,0.196352474,0.019470131,701.3324946,92.99781182,425,5.470459519,25,1.531728665,7,20240512
A,7,A - 7,1,33,455,10.08365429,6283.037852,17798,427.7329597,1438,24,0.07032967,0.216331736,0.015451429,750.0045703,94.72527473,431,4.395604396,20,0.879120879,4,20240512
A,7,A - 7,1,34,469,10.48944083,6218.741863,16684,429.0670803,1446,27,0.061833689,0.242781019,0.015098294,771.0605502,94.24307036,442,5.330490405,25,0.426439232,2,20240512
A,7,A - 7,1,35,450,11.09161083,6129.043341,17200,429.4852577,5225,30,0.075555556,0.220803194,0.016120722,762.6459845,93.33333333,420,6,27,0.666666667,3,20240512
A,7,A - 7,1,36,423,10.47543304,6262.1412,19447,432.005909,1482,22,0.066193853,0.229686364,0.01514208,840.1062313,94.79905437,401,3.78250591,16,1.418439716,6,20240512
A,7,A - 7,1,37,483,11.00297593,6154.788764,18962,433.0613006,1467,21,0.053830228,0.218828175,0.011817754,821.2574817,95.65217391,462,3.519668737,17,0.82815735,4,20240512
A,7,A - 7,1,38,440,10.16176835,6259.029857,19141,440.6090195,1615,27,0.093181818,0.195255357,0.019204545,809.1438056,93.86363636,413,4.772727273,21,1.363636364,6,20240512
A,7,A - 7,1,39,418,9.939272069,6285.021468,19112,444.6948815,1635,26,0.083732057,0.170993333,0.014726854,802.9212898,93.77990431,392,5.023923445,21,1.196172249,5,20240512
A,7,A - 7,1,40,405,10.24857728,6234.836655,18610,447.6958253,5110,22,0.079012346,0.232102936,0.017066914,858.6026829,94.56790123,383,3.703703704,15,1.728395062,7,20240512
A,7,A - 7,1,41,424,9.7422023,6264.315327,19783,456.2792285,5119,27,0.077830189,0.202930401,0.014329127,853.2837242,93.63207547,397,5.424528302,23,0.943396226,4,20240512
A,7,A - 7,1,42,441,10.05370845,6248.042105,20670,454.8805673,1689,19,0.068027211,0.158215132,0.009551757,890.6296927,95.69160998,422,2.494331066,11,1.814058957,8,20240512
A,7,A - 7,1,43,428,9.850804673,6276.36268,20050,458.2745597,1622,22,0.065420561,0.176739432,0.01095736,895.2962001,94.85981308,406,4.439252336,19,0.700934579,3,20240512
A,7,A - 7,1,44,434,9.858687039,6281.541507,21620,461.049809,5199,21,0.055299539,0.198876786,0.011312097,975.4387199,95.16129032,413,4.147465438,18,0.69124424,3,20240512
A,7,A - 7,1,45,412,9.497707706,6303.345207,18837,466.317196,1615,21,0.065533981,0.214066667,0.014500364,946.6409459,94.90291262,391,3.640776699,15,1.45631068,6,20240512
A,7,A - 7,1,46,414,10.04932579,6279.73523,25673,466.2327413,5375,18,0.053140097,0.2091375,0.010725785,960.6719523,95.65217391,396,3.623188406,15,0.724637681,3,20240512
A,7,A - 7,1,47,398,9.163950691,6336.066844,22484,473.9828256,5217,18,0.047738693,0.232609722,0.010880967,1009.359385,95.47738693,380,4.271356784,17,0.251256281,1,20240512
A,7,A - 7,1,48,411,9.59601326,6254.151029,21983,479.4699984,5087,22,0.068126521,0.204704451,0.013774939,1025.674782,94.64720195,389,4.622871046,19,0.729927007,3,20240512
A,7,A - 7,1,49,391,9.100466304,6296.32206,20493,496.4915973,1661,16,0.058823529,0.145894531,0.009433312,997.4246052,95.90792839,375,2.301790281,9,1.79028133,7,20240512
A,7,A - 7,1,50,363,8.764675207,6400.667843,21664,499.0609507,5223,24,0.079889807,0.159200347,0.013268595,904.0725378,93.38842975,339,5.785123967,21,0.826446281,3,20240512
A,7,A - 7,1,51,430,9.667605698,6297.417727,23272,492.2865697,4958,24,0.062790698,0.180384028,0.011505756,1030.784951,94.41860465,406,5.11627907,22,0.465116279,2,20240512
A,7,A - 7,1,52,413,9.17266937,6324.093052,21851,506.6360543,1769,26,0.075060533,0.175229167,0.01282845,924.5680413,93.70460048,387,5.326876513,22,0.968523002,4,20240512
A,7,A - 7,1,53,415,9.733738253,6255.359867,23386,508.8290642,1834,20,0.081927711,0.19126575,0.017093434,977.2926171,95.18072289,395,3.13253012,13,1.686746988,7,20240512
A,7,A - 7,1,54,380,8.710271118,6349.234741,20663,518.769846,4971,20,0.065789474,0.193441625,0.012852895,977.1549662,94.73684211,360,4.736842105,18,0.526315789,2,20240512
A,7,A - 7,1,55,384,8.989358659,6318.886221,20309,514.6694077,1814,17,0.052083333,0.167881618,0.009792318,970.106242,95.57291667,367,3.645833333,14,0.78125,3,20240512
A,7,A - 7,1,56,337,8.194381231,6403.446232,16925,519.2498987,5241,12,0.041543027,0.1753375,0.007008234,966.448068,96.43916914,325,2.96735905,10,0.59347181,2,20240512
A,7,A - 7,1,57,377,8.787943966,6280.650852,22733,521.1772301,5108,14,0.042440318,0.170358036,0.007396552,1066.329516,96.28647215,363,3.183023873,12,0.530503979,2,20240512
A,7,A - 7,1,58,339,8.637943953,6422.566534,21695,528.5073118,4943,17,0.061946903,0.156697794,0.009422124,1106.805996,94.98525074,322,3.83480826,13,1.179941003,4,20240512
A,7,A - 7,1,59,365,8.669595822,6233.181094,21694,533.5029355,4970,17,0.054794521,0.122897794,0.006713699,1073.114956,95.34246575,348,3.835616438,14,0.821917808,3,20240512
A,7,A - 7,1,60,389,9.024676028,6232.502888,19691,540.3396633,5092,16,0.059125964,0.204120313,0.013565617,1046.240696,95.88688946,373,2.827763496,11,1.285347044,5,20240512
A,7,A - 7,1,61,348,8.813131466,6344.325816,19499,543.6915736,4963,14,0.048850575,0.188766964,0.008874928,1058.287592,95.97701149,334,3.16091954,11,0.862068966,3,20240512
