Row,Column,WELL LABEL,Z,T,Cells Count wv1,Cells Area wv1,Cells Intensity wv1,Cells Max Intensity wv1,Cells Intensity wv2,Cells Max Intensity wv2,Granules Cells with Org wv2,Granules Org per Cell wv2,Granules Area wv2,Granules Total Area wv2,Granules Intensity wv2,All Targets.0 Gran (%),All Targets.0 Gran Count,All Targets.1 Gran (%),All Targets.1 Gran Count,All Targets.>1 Gran (%),All Targets.>1 Gran Count,Plate ID
A,19,A - 19,1,13,533,11.11549146,6725.954636,13981,477.6831233,2741,40,0.07879925,0.175812813,0.013721341,793.269626,92.49530957,493,7.12945591,38,0.375234522,2,20240606
A,19,A - 19,1,14,513,10.60764903,6770.463498,14330,482.5446496,2644,37,0.07797271,0.157923649,0.012847953,811.2521263,92.78752437,476,6.627680312,34,0.584795322,3,20240606
A,19,A - 19,1,15,533,11.27721463,6661.630047,15851,477.837259,2751,32,0.065666041,0.202205859,0.013095122,805.8627353,93.99624765,501,5.628517824,30,0.375234522,2,20240606
A,19,A - 19,1,16,537,10.76737709,6687.391994,13829,478.4042528,2706,37,0.074487896,0.167001689,0.01239176,856.8990087,93.10986965,500,6.331471136,34,0.558659218,3,20240606
A,19,A - 19,1,17,544,10.85816457,6653.575392,16193,473.7698613,2732,39,0.079044118,0.186838889,0.014531204,781.7935332,92.83088235,505,6.617647059,36,0.551470588,3,20240606
A,19,A - 19,1,18,551,10.934277,6606.282223,14677,474.4659885,2657,41,0.08892922,0.185092785,0.016746642,811.0044325,92.55898367,510,6.170598911,34,1.270417423,7,20240606
A,19,A - 19,1,19,524,10.69435386,6659.159699,13430,476.2346137,2693,36,0.076335878,0.19329375,0.014666555,785.2843054,93.12977099,488,6.106870229,32,0.763358779,4,20240606
A,19,A - 19,1,20,543,11.52146607,6560.292315,14887,469.1232638,2754,42,0.090239411,0.183334821,0.016370902,771.7611731,92.26519337,501,6.445672192,35,1.289134438,7,20240606
A,19,A - 19,1,21,568,11.68896831,6481.977662,19358,461.8869962,2869,34,0.072183099,0.146590931,0.010339349,788.2285229,94.01408451,534,4.929577465,28,1.056338028,6,20240606
A,19,A - 19,1,22,543,11.22896846,6580.722078,17322,466.4160848,2679,34,0.069981584,0.176165931,0.012231492,781.8308062,93.73848987,509,5.709023941,31,0.552486188,3,20240606
A,19,A - 19,1,23,578,11.7768074,6473.111085,18343,459.7334143,2720,35,0.070934256,0.169,0.011987889,765.4533375,93.94463668,543,5.363321799,31,0.692041522,4,20240606
A,19,A - 19,1,24,554,11.11014847,6549.517562,21366,465.1081579,2578,39,0.084837545,0.192580556,0.017144043,764.256299,92.96028881,515,5.776173285,32,1.263537906,7,20240606
A,19,A - 19,1,25,552,10.7934284,6614.625739,16334,465.4581313,2579,38,0.085144928,0.133402522,0.010983469,791.2349776,93.11594203,514,5.434782609,30,1.449275362,8,20240606
A,19,A - 19,1,26,567,11.33868541,6500.390305,18220,459.3968409,2784,29,0.059964727,0.165212069,0.009917945,765.3755276,94.88536155,538,4.232804233,24,0.881834215,5,20240606
A,19,A - 19,1,27,533,10.7484872,6634.185717,18107,461.4034092,2704,36,0.076923077,0.162545139,0.013047561,741.5804714,93.24577861,497,5.816135084,31,0.938086304,5,20240606
A,19,A - 19,1,28,566,11.39631793,6504.438262,15660,455.0016441,2786,35,0.070671378,0.199661429,0.014138074,746.2967379,93.81625442,531,5.300353357,30,0.883392226,5,20240606
A,19,A - 19,1,29,559,11.81766512,6475.165198,15147,451.2474972,2781,31,0.066189624,0.186172581,0.012115698,743.7216887,94.45438283,528,4.472271914,25,1.073345259,6,20240606
A,19,A - 19,1,30,569,11.60435975,6492.233445,16002,455.4219554,2700,42,0.082601054,0.183385119,0.014976845,709.4239758,92.61862917,527,6.502636204,37,0.878734622,5,20240606
A,19,A - 19,1,31,561,11.79611716,6446.341446,14648,454.135797,2784,44,0.087344029,0.166479403,0.014331863,730.4610252,92.15686275,517,7.308377897,41,0.534759358,3,20240606
A,19,A - 19,1,32,561,12.0213074,6434.273021,16849,450.9007681,2750,39,0.087344029,0.162247222,0.014708422,761.4889837,93.04812834,522,5.525846702,31,1.426024955,8,20240606
A,19,A - 19,1,33,561,12.00876796,6456.522178,16217,450.7204626,2898,39,0.083778966,0.155978333,0.013842335,776.429754,93.04812834,522,6.060606061,34,0.891265597,5,20240606
A,19,A - 19,1,34,557,11.49580781,6457.544162,15648,449.7635946,2677,32,0.07540395,0.20546043,0.01757509,768.8905359,94.25493716,525,4.847396768,27,0.897666068,5,20240606
A,19,A - 19,1,35,543,11.54133057,6495.143164,14874,454.4454366,2655,34,0.081031308,0.196245037,0.017413536,770.9309523,93.73848987,509,5.156537753,28,1.104972376,6,20240606
A,19,A - 19,1,36,568,11.58988908,6423.590828,15936,455.8869199,2848,37,0.077464789,0.199355293,0.016215669,783.0080298,93.48591549,531,5.457746479,31,1.056338028,6,20240606
A,19,A - 19,1,37,580,11.19712414,6488.458975,16410,452.3078956,2912,28,0.063793103,0.198549851,0.012878966,821.7104267,95.17241379,552,3.620689655,21,1.206896552,7,20240606
A,19,A - 19,1,38,552,11.22783034,6529.457549,16371,455.9662372,2850,38,0.072463768,0.169,0.012276993,779.261563,93.11594203,514,6.52173913,36,0.362318841,2,20240606
A,19,A - 19,1,39,547,11.0550176,6543.273973,15271,454.6846895,2961,36,0.085923218,0.158359259,0.014358821,789.8528498,93.41864717,511,4.936014625,27,1.645338208,9,20240606
A,19,A - 19,1,40,556,10.56617028,6530.53297,16470,459.1807117,2810,31,0.064748201,0.196121774,0.013009353,794.4484139,94.42446043,525,4.856115108,27,0.71942446,4,20240606
A,19,A - 19,1,41,566,11.15214876,6411.286885,16625,455.7169818,2796,39,0.097173145,0.171157639,0.017153799,800.8541543,93.10954064,527,4.946996466,28,1.943462898,11,20240606
A,19,A - 19,1,42,555,10.46451045,6546.539868,18730,465.9713856,2851,41,0.091891892,0.203177846,0.019328423,815.7487431,92.61261261,514,6.126126126,34,1.261261261,7,20240606
A,19,A - 19,1,43,552,11.68258424,6448.108415,18935,459.4334887,2794,35,0.086956522,0.213282024,0.018139946,854.5978411,93.65942029,517,4.891304348,27,1.449275362,8,20240606
A,19,A - 19,1,44,538,11.10546747,6459.385098,18220,461.5324343,2659,35,0.089219331,0.182137738,0.017960177,832.8115432,93.49442379,503,5.018587361,27,1.486988848,8,20240606
A,19,A - 19,1,45,566,11.09228216,6423.17505,18489,457.7342248,2802,35,0.093639576,0.189813155,0.018646731,862.509298,93.81625442,531,4.240282686,24,1.943462898,11,20240606
A,19,A - 19,1,46,557,10.50286454,6500.604102,18509,465.2863614,2426,36,0.095152603,0.185723958,0.019175583,842.9977258,93.53680431,521,4.667863555,26,1.795332136,10,20240606
A,19,A - 19,1,47,551,10.14548253,6509.009733,18323,465.9195891,2511,23,0.065335753,0.271403766,0.017850817,867.5135805,95.82577132,528,3.085299456,17,1.08892922,6,20240606
A,19,A - 19,1,48,545,9.768533349,6548.689305,18867,467.5659406,2526,28,0.07706422,0.218839911,0.017682982,857.2196188,94.86238532,517,4.036697248,22,1.100917431,6,20240606
A,19,A - 19,1,49,546,10.0798131,6477.948734,18503,467.1282478,2378,24,0.064102564,0.209577604,0.01498869,887.1701218,95.6043956,522,3.113553114,17,1.282051282,7,20240606
A,19,A - 19,1,50,495,9.978903737,6539.998921,19603,478.36716,2687,30,0.090909091,0.209254861,0.02075798,916.419821,93.93939394,465,4.04040404,20,2.02020202,10,20240606
A,19,A - 19,1,51,563,10.03399227,6381.566591,18668,469.965292,2546,37,0.097690941,0.191304955,0.022145604,833.4371787,93.42806394,526,4.795737123,27,1.776198934,10,20240606
A,19,A - 19,1,52,538,10.17739675,6415.220854,19474,479.9779086,3029,36,0.087360595,0.247573264,0.021729693,962.0900686,93.30855019,502,5.576208178,30,1.115241636,6,20240606
A,19,A - 19,1,53,518,9.933072876,6470.098671,18709,478.8869964,2752,42,0.106177606,0.21399122,0.022487114,898.3777068,91.89189189,476,6.563706564,34,1.544401544,8,20240606
A,19,A - 19,1,54,491,9.446136253,6567.057729,17446,481.9900554,2969,40,0.114052953,0.232735885,0.025186507,921.5608527,91.85336049,451,5.906313646,29,2.240325866,11,20240606
A,19,A - 19,1,55,567,10.39858937,6366.798557,18570,474.4461528,3007,32,0.084656085,0.24394974,0.019664506,1050.102903,94.35626102,535,3.703703704,21,1.940035273,11,20240606
A,19,A - 19,1,56,530,9.463553585,6506.104491,19107,487.9754385,2622,39,0.103773585,0.201741944,0.021061226,950.2270493,92.64150943,491,5.471698113,29,1.886792453,10,20240606
A,19,A - 19,1,57,529,9.463265217,6467.338156,20542,493.9923936,2428,41,0.137996219,0.181665677,0.027610255,895.8644241,92.24952741,488,5.103969754,27,2.646502836,14,20240606
A,19,A - 19,1,58,538,9.967913708,6421.454264,22303,500.6007639,2635,47,0.163568773,0.210694907,0.034318309,924.4230881,91.26394052,491,5.576208178,30,3.159851301,17,20240606
A,19,A - 19,1,59,508,9.343712254,6472.101656,21863,504.5014015,2338,41,0.157480315,0.18868109,0.030622933,915.3634265,91.92913386,467,4.724409449,24,3.346456693,17,20240606
A,19,A - 19,1,60,524,9.615850048,6443.570615,22785,507.2412456,2349,42,0.141221374,0.213928348,0.030994084,978.3765239,91.98473282,482,5.34351145,28,2.671755725,14,20240606
A,19,A - 19,1,61,537,10.09545261,6414.846821,20633,501.3148394,2255,57,0.201117318,0.195845428,0.041526164,922.309587,89.38547486,480,6.890130354,37,3.724394786,20,20240606
